image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
img0001.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0001.jpg,451,89,502,150,0,0.6602576375007629,960,540
img0002.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0002.jpg,427,97,542,150,0,0.4360797703266144,960,540
img0002.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0002.jpg,451,82,505,156,0,0.5898248553276062,960,540
img0003.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0003.jpg,452,81,505,155,0,0.44866061210632324,960,540
img0003.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0003.jpg,438,99,532,149,0,0.7048271298408508,960,540
img0004.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0004.jpg,453,98,519,152,0,0.8972948789596558,960,540
img0005.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0005.jpg,460,102,515,151,0,0.9489745497703552,960,540
img0006.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0006.jpg,463,105,514,151,0,0.950352132320404,960,540
img0007.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0007.jpg,467,104,521,167,0,0.8229687213897705,960,540
img0008.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0008.jpg,470,102,523,171,0,0.6303675174713135,960,540
img0009.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0009.jpg,473,112,535,175,0,0.8169135451316833,960,540
img0010.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0010.jpg,485,121,528,173,0,0.9217021465301514,960,540
img0011.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0011.jpg,488,126,539,182,0,0.8957130312919617,960,540
img0012.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0012.jpg,487,132,558,191,0,0.8123847842216492,960,540
img0013.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0013.jpg,501,134,548,194,0,0.8965319991111755,960,540
img0014.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0014.jpg,503,140,552,194,0,0.911624550819397,960,540
img0015.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0015.jpg,510,138,567,207,0,0.6341367959976196,960,540
img0016.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0016.jpg,516,145,568,216,0,0.8522238731384277,960,540
img0017.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0017.jpg,523,156,572,216,0,0.881828248500824,960,540
img0018.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0018.jpg,533,162,587,215,0,0.9015122652053833,960,540
img0019.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0019.jpg,537,165,589,237,0,0.831640899181366,960,540
img0020.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0020.jpg,541,181,611,233,0,0.7145808935165405,960,540
img0021.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0021.jpg,551,179,606,240,0,0.8289401531219482,960,540
img0022.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0022.jpg,543,191,641,247,0,0.6217228770256042,960,540
img0022.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0022.jpg,563,186,608,254,0,0.9214903116226196,960,540
img0023.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0023.jpg,568,199,624,246,0,0.9387843012809753,960,540
img0024.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0024.jpg,571,197,629,260,0,0.885604977607727,960,540
img0025.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0025.jpg,579,203,633,273,0,0.7841984629631042,960,540
img0026.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0026.jpg,588,212,648,277,0,0.9142943620681763,960,540
img0027.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0027.jpg,590,224,644,284,0,0.8097889423370361,960,540
img0028.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0028.jpg,597,230,639,284,0,0.9498904943466187,960,540
img0029.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0029.jpg,596,236,644,290,0,0.9106808304786682,960,540
img0030.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0030.jpg,600,235,644,296,0,0.7810026407241821,960,540
img0031.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0031.jpg,593,244,646,304,0,0.8410361409187317,960,540
img0032.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0032.jpg,600,243,643,314,0,0.9158231019973755,960,540
img0033.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0033.jpg,599,242,651,328,0,0.5718351602554321,960,540
img0034.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0034.jpg,575,260,683,320,0,0.4194827079772949,960,540
img0034.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0034.jpg,598,250,651,333,0,0.8378170728683472,960,540
img0035.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0035.jpg,602,254,644,331,0,0.9404456615447998,960,540
img0036.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0036.jpg,594,269,666,330,0,0.7664505243301392,960,540
img0037.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0037.jpg,588,284,675,336,0,0.7936288714408875,960,540
img0038.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0038.jpg,589,289,671,333,0,0.815192461013794,960,540
img0038.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0038.jpg,597,264,654,359,0,0.862902045249939,960,540
img0039.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0039.jpg,595,291,666,340,0,0.8691257238388062,960,540
img0040.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0040.jpg,598,290,670,367,0,0.7903327941894531,960,540
img0041.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0041.jpg,597,301,668,358,0,0.8648195266723633,960,540
img0042.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0042.jpg,605,307,659,354,0,0.9472572207450867,960,540
img0043.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0043.jpg,602,311,664,364,0,0.9060774445533752,960,540
img0044.jpg,/usr/scratch/anand/dip_project/ownyolo/Data/Source_Images/Test_Images/img0044.jpg,602,320,664,374,0,0.9322707653045654,960,540
